airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-03-06,Delhi,Cochin,23:05:00,04:25:00,320,1,No Info,15764
Indigo,2019-06-15,Delhi,Cochin,07:15:00,12:30:00,315,1,No Info,6582
Multiple Carriers,2019-05-27,Delhi,Cochin,10:20:00,19:15:00,535,1,No Info,9316
Air India,2019-04-01,Kolkata,Banglore,09:50:00,21:05:00,675,1,No Info,8030
Spicejet,2019-05-12,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No Info,2017
Indigo,2019-05-09,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Jet Airways,2019-03-21,Delhi,Cochin,08:00:00,18:50:00,650,1,In-flight meal not included,6540
Multiple Carriers,2019-06-12,Delhi,Cochin,11:30:00,21:00:00,570,1,No Info,13587
Air India,2019-05-18,Delhi,Cochin,16:40:00,19:15:00,1595,2,No Info,9863
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,04:25:00,535,2,In-flight meal not included,13029
Air India,2019-05-01,Kolkata,Banglore,16:45:00,21:05:00,1700,1,No Info,7452
Indigo,2019-03-06,Delhi,Cochin,07:30:00,13:20:00,350,1,No Info,13628
Indigo,2019-03-21,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,6232
Indigo,2019-05-18,Delhi,Cochin,08:30:00,21:00:00,750,1,No Info,7081
Indigo,2019-03-03,Banglore,New Delhi,19:35:00,00:35:00,300,1,No Info,13292
Multiple Carriers,2019-06-24,Delhi,Cochin,11:30:00,01:30:00,840,1,No Info,13377
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,04:25:00,1105,1,In-flight meal not included,11627
Air India,2019-03-24,Banglore,New Delhi,17:00:00,22:55:00,1795,2,No Info,8114
Air India,2019-04-01,Kolkata,Banglore,05:50:00,13:15:00,445,2,No Info,5562
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No Info,9397
Spicejet,2019-05-09,Kolkata,Banglore,15:05:00,20:20:00,315,1,No Info,4963
Vistara,2019-04-12,Banglore,Delhi,11:30:00,14:20:00,170,0,No Info,5403
Air Asia,2019-03-21,Delhi,Cochin,16:45:00,22:15:00,330,1,No Info,6151
Vistara,2019-06-01,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6741
Jet Airways,2019-04-27,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,4544
Air India,2019-04-18,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,6121
Indigo,2019-03-03,Banglore,New Delhi,00:40:00,03:25:00,165,0,No Info,6860
Spicejet,2019-03-21,Chennai,Kolkata,09:30:00,12:05:00,155,0,No check-in baggage included,3332
Multiple Carriers,2019-05-27,Delhi,Cochin,08:00:00,19:00:00,660,1,No Info,10407
Vistara,2019-06-06,Chennai,Kolkata,07:05:00,09:20:00,135,0,No Info,3687
Indigo,2019-05-15,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,3850
Jet Airways,2019-06-09,Delhi,Cochin,09:35:00,12:35:00,1620,2,No Info,13292
Air India,2019-03-03,Banglore,New Delhi,10:30:00,22:55:00,745,1,No Info,11003
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,04:25:00,1325,2,In-flight meal not included,9296
Air Asia,2019-06-15,Banglore,Delhi,11:10:00,13:55:00,165,0,No Info,3383
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,18:15:00,590,1,In-flight meal not included,10844
Indigo,2019-03-15,Banglore,New Delhi,16:50:00,21:35:00,285,1,No Info,10406
Multiple Carriers,2019-05-21,Delhi,Cochin,08:45:00,19:00:00,615,1,No Info,9794
Air India,2019-03-01,Banglore,New Delhi,06:45:00,09:25:00,1600,2,2 Long layover,26480
Air India,2019-05-21,Kolkata,Banglore,14:15:00,16:45:00,150,0,No Info,5510
Jet Airways,2019-04-21,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,4544
Air India,2019-03-18,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,2050
Air India,2019-03-06,Delhi,Cochin,06:50:00,07:40:00,1490,2,No Info,20416
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,07:40:00,1420,1,No Info,14815
Vistara,2019-04-27,Banglore,Delhi,11:30:00,14:20:00,170,0,No Info,5403
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,08:15:00,1400,1,No Info,14815
Air India,2019-03-06,Delhi,Cochin,17:40:00,08:15:00,875,1,No Info,11038
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,19:00:00,540,1,No Info,15554
Multiple Carriers,2019-05-21,Delhi,Cochin,14:55:00,00:55:00,600,1,No Info,6878
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,19:15:00,465,1,In-flight meal not included,9254
Spicejet,2019-03-21,Delhi,Cochin,16:35:00,22:50:00,375,1,No Info,4957
Air India,2019-05-21,Kolkata,Banglore,12:00:00,11:10:00,1390,2,No Info,10676
Indigo,2019-05-27,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,6104
Jet Airways,2019-04-06,Banglore,Delhi,06:00:00,08:45:00,165,0,No Info,7229
Air India,2019-05-15,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,5228
Air Asia,2019-03-09,Kolkata,Banglore,19:35:00,22:05:00,150,0,No Info,4384
Air India,2019-05-21,Kolkata,Banglore,08:20:00,18:30:00,610,2,No Info,10697
Air India,2019-04-01,Kolkata,Banglore,19:00:00,04:40:00,580,1,No Info,4227
Multiple Carriers,2019-03-03,Delhi,Cochin,02:15:00,13:20:00,665,1,No Info,17057
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,04:25:00,1125,2,In-flight meal not included,10368
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,12:00:00,1170,1,No Info,13044
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,10:05:00,1210,1,In-flight meal not included,11134
Indigo,2019-04-09,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4174
Indigo,2019-06-01,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,3943
Air India,2019-04-09,Delhi,Cochin,20:40:00,09:25:00,765,1,No Info,4487
Air India,2019-05-01,Kolkata,Banglore,17:30:00,13:45:00,1215,2,No Info,15164
Multiple Carriers,2019-03-27,Delhi,Cochin,07:05:00,15:30:00,505,1,No Info,12537
Indigo,2019-06-27,Delhi,Cochin,07:30:00,21:00:00,810,1,No Info,6093
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,09:20:00,730,1,No Info,14388
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,16:20:00,590,1,No Info,14571
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,08:15:00,800,1,No Info,13731
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,04:40:00,450,1,No Info,13941
Indigo,2019-06-18,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Jet Airways,2019-03-03,Delhi,Cochin,05:40:00,04:25:00,1365,2,No Info,19266
Jet Airways,2019-03-09,Banglore,New Delhi,08:55:00,09:30:00,1475,1,In-flight meal not included,11087
Indigo,2019-04-21,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,5644
Air India,2019-03-24,Kolkata,Banglore,16:50:00,18:30:00,1540,1,No Info,14641
Air Asia,2019-06-06,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4508
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,10407
Multiple Carriers,2019-03-21,Delhi,Cochin,06:00:00,12:35:00,395,1,No Info,13369
Spicejet,2019-05-06,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No Info,2017
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,21:00:00,810,1,No Info,7740
Multiple Carriers,2019-03-06,Delhi,Cochin,16:00:00,01:35:00,575,1,In-flight meal not included,15136
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,10:05:00,1055,1,In-flight meal not included,8586
Spicejet,2019-03-21,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3815
Indigo,2019-05-24,Delhi,Cochin,18:35:00,01:30:00,415,1,No Info,7503
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,10:25:00,1365,1,No Info,17261
Multiple Carriers,2019-06-24,Delhi,Cochin,07:30:00,19:15:00,705,1,No Info,7354
Air Asia,2019-03-09,Banglore,New Delhi,23:25:00,02:10:00,165,0,No Info,5615
Jet Airways,2019-03-12,Banglore,New Delhi,08:55:00,21:20:00,745,1,No Info,13817
Jet Airways,2019-06-15,Delhi,Cochin,09:35:00,12:35:00,1620,2,No Info,13292
Indigo,2019-04-01,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,3943
Indigo,2019-06-03,Delhi,Cochin,05:05:00,12:10:00,425,1,No Info,6818
Spicejet,2019-05-01,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Air India,2019-05-01,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,3625
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,485,2,In-flight meal not included,8367
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,16:20:00,475,1,In-flight meal not included,10844
Jet Airways,2019-05-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4995
Indigo,2019-05-18,Delhi,Cochin,06:50:00,22:30:00,940,1,No Info,7144
Air India,2019-03-18,Banglore,New Delhi,06:45:00,16:20:00,575,2,No Info,12935
Jet Airways,2019-06-18,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5769
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,09:45:00,800,1,No Info,12692
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,23:35:00,395,1,In-flight meal not included,13469
Jet Airways,2019-06-15,Delhi,Cochin,19:45:00,19:00:00,1395,1,In-flight meal not included,10262
Air India,2019-05-09,Delhi,Cochin,06:50:00,07:40:00,1490,2,No Info,14431
Air Asia,2019-06-24,Kolkata,Banglore,19:55:00,22:25:00,150,0,No Info,3807
Goair,2019-06-24,Delhi,Cochin,14:25:00,19:35:00,310,1,No Info,7870
Indigo,2019-05-09,Delhi,Cochin,20:25:00,01:30:00,305,1,No Info,7255
Air India,2019-04-01,Kolkata,Banglore,16:45:00,12:00:00,1155,2,No Info,9920
Air India,2019-05-24,Kolkata,Banglore,10:00:00,20:25:00,625,1,No Info,10413
Indigo,2019-06-27,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,04:40:00,730,1,No Info,13731
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,22:35:00,365,1,No Info,14781
Indigo,2019-03-18,Kolkata,Banglore,05:30:00,08:20:00,170,0,No Info,4462
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,20:40:00,1495,1,In-flight meal not included,10031
Multiple Carriers,2019-05-15,Delhi,Cochin,11:40:00,19:15:00,455,1,No Info,9001
Indigo,2019-05-15,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,4423
Indigo,2019-04-12,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Indigo,2019-03-03,Mumbai,Hyderabad,12:00:00,13:25:00,85,0,No Info,5755
Jet Airways,2019-06-09,Delhi,Cochin,21:50:00,19:00:00,1270,1,No Info,14714
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,19:50:00,685,1,No Info,14781
Spicejet,2019-06-12,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,4423
Spicejet,2019-04-12,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,3873
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,22:35:00,1660,1,In-flight meal not included,10844
Air India,2019-03-21,Delhi,Cochin,13:20:00,19:15:00,1795,2,No Info,8708
Indigo,2019-05-12,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No Info,4049
Air India,2019-06-24,Delhi,Cochin,20:15:00,19:15:00,1380,2,No Info,13381
Spicejet,2019-04-15,Delhi,Cochin,08:45:00,13:15:00,270,1,No Info,5830
Multiple Carriers,2019-05-18,Delhi,Cochin,11:30:00,19:15:00,465,1,No Info,14533
Jet Airways,2019-06-09,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,7229
Air India,2019-06-01,Delhi,Cochin,17:00:00,19:15:00,1575,1,No Info,8792
Indigo,2019-04-27,Delhi,Cochin,05:35:00,08:50:00,195,0,No Info,6015
Air India,2019-04-09,Delhi,Cochin,13:05:00,07:40:00,1115,2,No Info,8577
Multiple Carriers,2019-05-18,Delhi,Cochin,08:30:00,19:00:00,630,1,No Info,9205
Air India,2019-03-21,Banglore,New Delhi,06:55:00,23:20:00,985,1,No Info,6987
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,04:40:00,450,1,No Info,12739
Indigo,2019-05-15,Chennai,Kolkata,14:45:00,17:05:00,140,0,No Info,3597
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,04:40:00,585,1,In-flight meal not included,9663
Indigo,2019-06-03,Chennai,Kolkata,22:05:00,00:25:00,140,0,No Info,5277
Jet Airways,2019-06-27,Banglore,Delhi,07:10:00,10:10:00,180,0,No Info,8016
Spicejet,2019-03-06,Kolkata,Banglore,09:00:00,11:30:00,150,0,No Info,4096
Indigo,2019-04-12,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4174
Air India,2019-06-15,Delhi,Cochin,20:15:00,19:15:00,1380,2,No Info,13591
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,04:25:00,865,1,In-flight meal not included,12898
Indigo,2019-05-09,Delhi,Cochin,11:25:00,01:30:00,845,1,No Info,8330
Multiple Carriers,2019-03-27,Delhi,Cochin,08:00:00,18:50:00,650,1,No Info,11667
Air India,2019-05-01,Kolkata,Banglore,10:00:00,20:25:00,625,1,No Info,10203
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,04:40:00,520,1,No Info,13941
Air India,2019-06-27,Delhi,Cochin,20:40:00,09:25:00,765,1,No Info,7480
Multiple Carriers,2019-06-09,Delhi,Cochin,14:55:00,22:30:00,455,1,No Info,6723
Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,19:00:00,560,2,In-flight meal not included,13029
Jet Airways,2019-03-15,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,2759
Jet Airways,2019-06-09,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,3210
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,09:20:00,1155,1,In-flight meal not included,9663
Indigo,2019-06-15,Banglore,Delhi,21:15:00,00:15:00,180,0,No Info,3943
Indigo,2019-06-27,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No Info,2754
Air India,2019-03-24,Kolkata,Banglore,09:10:00,07:55:00,1365,2,No Info,15187
Indigo,2019-05-06,Kolkata,Banglore,18:05:00,23:30:00,325,1,No Info,6218
Indigo,2019-06-06,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,4591
Air India,2019-03-21,Banglore,New Delhi,08:15:00,18:30:00,615,1,No Info,4943
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,04:40:00,1330,1,No Info,14178
Jet Airways,2019-06-01,Delhi,Cochin,14:35:00,12:35:00,1320,2,In-flight meal not included,10919
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,05:05:00,1045,1,No Info,13555
Indigo,2019-05-18,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,4823
Multiple Carriers,2019-04-09,Delhi,Cochin,17:45:00,01:30:00,465,1,No Info,8535
Multiple Carriers,2019-06-09,Delhi,Cochin,12:50:00,01:30:00,760,1,No Info,6795
Air India,2019-03-12,Banglore,New Delhi,08:50:00,23:15:00,865,1,No Info,12127
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,16:20:00,1220,1,No Info,14571
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,12:35:00,1025,2,No Info,13014
Vistara,2019-03-21,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6688
Multiple Carriers,2019-06-15,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,12717
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,19:50:00,800,1,No Info,13626
Indigo,2019-03-27,Mumbai,Hyderabad,06:20:00,07:45:00,85,0,No Info,3175
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,19:45:00,1475,2,No Info,19329
Air India,2019-06-06,Kolkata,Banglore,05:50:00,20:25:00,875,2,No Info,10991
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,23:00:00,365,1,In-flight meal not included,11087
Air Asia,2019-05-15,Delhi,Cochin,16:45:00,22:25:00,340,1,No Info,6752
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,08:15:00,800,1,No Info,12681
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,09:20:00,800,1,No Info,14388
Indigo,2019-04-06,Delhi,Cochin,20:25:00,01:30:00,305,1,No Info,5073
Vistara,2019-06-12,Banglore,Delhi,07:00:00,09:40:00,160,0,No Info,4668
Jet Airways,2019-03-24,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,No Info,5678
Indigo,2019-05-24,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No Info,5755
Jet Airways,2019-03-09,Delhi,Cochin,13:45:00,04:25:00,880,2,No Info,17019
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,20:20:00,790,1,No Info,8610
Multiple Carriers,2019-06-03,Delhi,Cochin,11:25:00,19:00:00,455,1,No Info,10877
Spicejet,2019-05-24,Kolkata,Banglore,11:35:00,18:50:00,435,1,No Info,8479
Air India,2019-03-21,Banglore,New Delhi,08:15:00,11:20:00,1625,2,No Info,7642
Indigo,2019-05-27,Delhi,Cochin,17:10:00,01:30:00,500,1,No Info,6206
Jet Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No Info,5678
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,19:00:00,1210,1,In-flight meal not included,10262
Jet Airways,2019-03-18,Banglore,New Delhi,08:00:00,13:15:00,315,1,No Info,12284
Air India,2019-05-01,Kolkata,Banglore,09:25:00,07:55:00,1350,1,No Info,8366
Jet Airways,2019-03-21,Banglore,New Delhi,11:40:00,10:25:00,1365,1,In-flight meal not included,7832
Spicejet,2019-06-09,Kolkata,Banglore,08:35:00,17:15:00,520,1,No Info,6853
Indigo,2019-03-21,Delhi,Cochin,07:35:00,12:00:00,265,1,No Info,5073
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,22:55:00,1595,1,No Info,11682
Jet Airways,2019-03-27,Delhi,Cochin,09:00:00,18:50:00,590,1,In-flight meal not included,5963
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,18:00:00,1295,1,In-flight meal not included,9314
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,20:20:00,790,1,No Info,8610
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,07:10:00,865,1,No Info,13474
Multiple Carriers,2019-05-15,Delhi,Cochin,04:55:00,12:35:00,460,1,No Info,9103
Multiple Carriers,2019-05-15,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,9646
Jet Airways,2019-06-12,Delhi,Cochin,13:00:00,19:00:00,360,1,In-flight meal not included,10262
Multiple Carriers,2019-06-12,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,7408
Jet Airways,2019-06-12,Delhi,Cochin,13:00:00,19:00:00,360,1,No Info,14714
Air India,2019-03-24,Banglore,New Delhi,21:05:00,23:55:00,170,0,No Info,4441
Air India,2019-03-18,Banglore,New Delhi,17:00:00,19:45:00,165,0,No Info,11633
Goair,2019-04-27,Banglore,Delhi,07:45:00,10:40:00,175,0,No Info,5048
Jet Airways,2019-03-27,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,In-flight meal not included,2071
Indigo,2019-03-03,Delhi,Cochin,20:30:00,01:35:00,305,1,No Info,8258
Air Asia,2019-05-24,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4409
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,14:25:00,1730,1,No Info,14151
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,04:40:00,450,1,In-flight meal not included,8586
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,555,2,No Info,10976
Multiple Carriers,2019-06-09,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,12192
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,04:25:00,745,1,In-flight meal not included,10262
Air India,2019-06-12,Kolkata,Banglore,16:50:00,11:10:00,1100,1,No Info,8366
Air India,2019-03-24,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,No Info,2575
Air India,2019-05-21,Kolkata,Banglore,12:00:00,13:15:00,1515,1,No Info,7662
Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,04:25:00,1570,1,In-flight meal not included,12373
Indigo,2019-05-27,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3749
Air India,2019-04-09,Banglore,Delhi,17:00:00,19:50:00,170,0,No Info,5911
Air India,2019-05-06,Kolkata,Banglore,12:00:00,21:50:00,590,2,No Info,10151
Multiple Carriers,2019-06-24,Delhi,Cochin,14:00:00,01:30:00,690,1,No Info,13377
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,16:20:00,590,1,In-flight meal not included,7851
Indigo,2019-06-03,Delhi,Cochin,05:05:00,16:10:00,665,1,No Info,6818
Jet Airways,2019-05-24,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,4030
Air India,2019-03-03,Delhi,Cochin,21:30:00,19:15:00,1305,2,No Info,12497
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,21:05:00,690,1,No Info,14676
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,12:35:00,1010,1,In-flight meal not included,12373
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,12:00:00,330,1,No Info,14571
Jet Airways,2019-05-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4995
Jet Airways,2019-06-06,Delhi,Cochin,21:25:00,19:00:00,1295,2,No Info,13292
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,04:25:00,1125,2,No Info,13014
Indigo,2019-03-01,Chennai,Kolkata,13:20:00,15:35:00,135,0,No Info,7295
Multiple Carriers,2019-03-06,Delhi,Cochin,09:00:00,15:30:00,390,1,No Info,15078
Multiple Carriers,2019-05-01,Delhi,Cochin,19:00:00,01:30:00,390,1,No Info,9424
Indigo,2019-06-27,Banglore,Delhi,21:15:00,00:15:00,180,0,No Info,3943
Air Asia,2019-04-12,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,4409
Indigo,2019-05-21,Delhi,Cochin,09:15:00,21:00:00,705,1,No Info,7318
Spicejet,2019-05-06,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3311
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,23:35:00,1720,1,In-flight meal not included,10844
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,12:35:00,395,1,No Info,12524
Air India,2019-05-03,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,6121
Vistara,2019-05-12,Kolkata,Banglore,07:10:00,18:50:00,700,1,No Info,8820
Indigo,2019-04-01,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No Info,3175
Air India,2019-05-06,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,6121
Multiple Carriers,2019-06-03,Delhi,Cochin,10:20:00,01:30:00,910,1,No Info,6795
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,1995,2,No Info,10929
Indigo,2019-04-09,Banglore,Delhi,16:55:00,19:55:00,180,0,No Info,4823
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,09:45:00,1005,1,No Info,13067
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,12:00:00,975,1,No Info,14231
Jet Airways,2019-06-15,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,3210
Indigo,2019-05-12,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,14:25:00,1730,1,No Info,12692
Air Asia,2019-06-21,Banglore,Delhi,11:10:00,13:55:00,165,0,No Info,3383
Spicejet,2019-05-21,Kolkata,Banglore,06:55:00,09:30:00,155,0,No Info,3873
Jet Airways,2019-06-09,Delhi,Cochin,09:25:00,04:25:00,1140,2,No Info,13882
Multiple Carriers,2019-06-01,Delhi,Cochin,19:00:00,01:30:00,390,1,No Info,7530
Indigo,2019-03-27,Kolkata,Banglore,05:30:00,08:20:00,170,0,No Info,4148
Goair,2019-06-24,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3419
Air India,2019-03-03,Delhi,Cochin,19:00:00,07:40:00,760,1,No Info,14777
Jet Airways,2019-06-03,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,3210
Jet Airways,2019-05-21,Delhi,Cochin,20:55:00,19:00:00,1325,1,No Info,16079
Indigo,2019-05-01,Delhi,Cochin,21:50:00,03:35:00,345,1,No Info,6349
Multiple Carriers,2019-06-06,Delhi,Cochin,06:00:00,21:00:00,900,1,No Info,7005
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,15:30:00,450,1,No Info,14486
Multiple Carriers,2019-05-18,Delhi,Cochin,19:00:00,01:30:00,390,1,No Info,8283
Air India,2019-03-06,Delhi,Cochin,13:30:00,08:15:00,1125,1,No Info,11563
Air India,2019-06-24,Delhi,Cochin,05:15:00,19:15:00,2280,3,No Info,10493
Multiple Carriers,2019-06-06,Delhi,Cochin,15:05:00,01:30:00,625,2,No Info,15965
Air India,2019-04-09,Kolkata,Banglore,19:00:00,11:05:00,965,1,No Info,4647
Multiple Carriers,2019-06-03,Delhi,Cochin,08:45:00,19:15:00,630,1,No Info,9001
Air India,2019-03-03,Banglore,New Delhi,10:30:00,21:25:00,655,2,No Info,11003
Jet Airways,2019-06-12,Delhi,Cochin,20:55:00,04:25:00,450,1,No Info,14714
Spicejet,2019-06-03,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
Multiple Carriers,2019-05-27,Delhi,Cochin,08:45:00,21:00:00,735,1,No Info,7740
Air India,2019-06-24,Delhi,Cochin,07:05:00,09:25:00,1580,2,No Info,11185
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,04:25:00,1570,1,In-flight meal not included,11627
Indigo,2019-06-18,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No Info,4049
Indigo,2019-05-01,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No Info,4575
Air India,2019-06-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,3100
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,18:15:00,590,1,No Info,14781
Jet Airways,2019-05-06,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,21219
Goair,2019-03-24,Banglore,New Delhi,20:55:00,23:50:00,175,0,No Info,5706
Air India,2019-05-01,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,No Info,3625
Vistara,2019-05-09,Chennai,Kolkata,07:05:00,09:20:00,135,0,No Info,3687
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,19:10:00,1365,1,In-flight meal not included,9314
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,19:00:00,810,2,In-flight meal not included,13029
Jet Airways,2019-06-01,Delhi,Cochin,08:00:00,04:25:00,1225,1,In-flight meal not included,10262
